Station Names
Azadpur metro station
Vishwa Vidyalaya metro station
Raj Bagh metro station
Jasola Vihar Shaheen Bagh metro station
Nangloi metro station
GTB Nagar metro station
Major Mohit Sharma Rajendra Nagar metro station
Shiv Vihar metro station
Dwarka metro station
ITO metro station
Punjabi Bagh metro station
Lajpat Nagar metro station
Ramesh Nagar metro station
Rohini East metro station
Satguru Ramsingh Marg metro station
Malviya Nagar metro station
Dwarka Mor metro station
Moti Nagar metro station
Govind Puri metro station
Janakpuri West metro station
Noida City Centre metro station
Laxmi Nagar metro station
Bahadurgarh City metro station
Mayur Vihar-I metro station
Pitam Pura metro station
Qutab Minar metro station
Sarojini Nagar metro station
Tilak Nagar metro station
Majlis Park metro station
Rohini West metro station
Netaji Subhash Place metro station
Delhi Aerocity metro station
Surajmal Stadium metro station
Lok Kalyan Marg metro station
R.K Puram metro station
Maujpur - Babarpur metro station
Uttam Nagar East metro station
Noida Sector 16 metro station
Karol Bagh metro station
Jasola Apollo metro station
Dwarka Sector 9 metro station
Mandi House metro station
Chawri Bazar metro station
